deltaP,Umax,Re,Cu,n,Nu0,NuInf,Lambda,AvgOmega,AvgNu,AvgVel,AvgP,PG,q,AvgVelOut
0.000010,1.23E-06,0.00245549,20,0.7,0.2,0,6516010000,0.52588,0.467192,4.16E-07,0.998781,2.51E-08,0.000167947,4.22E-07
0.000010,8.65E-07,0.00115274,20,0.7,0.3,0,9253340000,0.487244,0.517453,2.79E-07,0.998781,2.51E-08,0.000112395,2.82E-07
0.000010,6.92E-07,0.000692385,20,0.7,0.4,0,11554300000,0.455466,0.565184,2.08E-07,0.998781,2.51E-08,8.39E-05,2.11E-07
0.000010,5.93E-07,0.000474207,20,0.7,0.5,0,13496200000,0.428025,0.612103,1.65E-07,0.998781,2.51E-08,6.65E-05,1.67E-07
0.000010,5.32E-07,0.000354454,20,0.7,0.6,0,15046600000,0.403482,0.659475,1.36E-07,0.998781,2.51E-08,5.48E-05,1.38E-07
0.000010,4.91E-07,0.000280402,20,0.7,0.7,0,16303100000,0.381271,0.707601,1.15E-07,0.998781,2.51E-08,4.63E-05,1.16E-07
0.000010,4.58E-07,0.000229218,20,0.7,0.8,0,17450700000,0.361352,0.755795,9.96E-08,0.998781,2.51E-08,4.01E-05,1.01E-07
0.000050,1.19E-05,0.0474522,20,0.7,0.1,0,674363000,0.578158,0.409877,4.07E-06,0.998732,1.25E-07,0.00164017,4.12E-06
0.000050,6.14E-06,0.0122786,20,0.7,0.2,0,1303080000,0.525879,0.467193,2.08E-06,0.998731,1.25E-07,0.000839812,2.11E-06
0.000050,4.32E-06,0.00576423,20,0.7,0.3,0,1850490000,0.487244,0.517453,1.39E-06,0.998731,1.25E-07,0.00056203,1.41E-06
0.000050,3.46E-06,0.00346225,20,0.7,0.4,0,2310640000,0.455464,0.565189,1.04E-06,0.99873,1.25E-07,0.000419369,1.05E-06
0.000050,2.96E-06,0.00237126,20,0.7,0.5,0,2698990000,0.428024,0.612106,8.25E-07,0.99873,1.25E-07,0.000332699,8.36E-07
0.000050,2.66E-06,0.00177234,20,0.7,0.6,0,3009200000,0.40349,0.659459,6.79E-07,0.99873,1.25E-07,0.000273903,6.88E-07
0.000050,2.45E-06,0.00140207,20,0.7,0.7,0,3260490000,0.381263,0.707621,5.75E-07,0.99873,1.25E-07,0.000231632,5.82E-07
0.000050,2.29E-06,0.00114614,20,0.7,0.8,0,3489990000,0.361352,0.755795,4.98E-07,0.99873,1.25E-07,0.000200426,5.04E-07
0.000100,2.37E-05,0.0949154,20,0.7,0.1,0,337142000,0.57816,0.409875,8.13E-06,0.998669,2.51E-07,0.00328055,8.24E-06
0.000100,1.23E-05,0.0245601,20,0.7,0.2,0,651464000,0.52588,0.467191,4.16E-06,0.998668,2.51E-07,0.00167982,4.22E-06
0.000100,8.65E-06,0.0115298,20,0.7,0.3,0,925138000,0.487244,0.517453,2.79E-06,0.998667,2.51E-07,0.0011242,2.82E-06
0.000100,6.93E-06,0.00692531,20,0.7,0.4,0,1155180000,0.455462,0.565191,2.08E-06,0.998667,2.51E-07,0.000838845,2.11E-06
0.000100,5.93E-06,0.00474307,20,0.7,0.5,0,1349340000,0.428029,0.612097,1.65E-06,0.998667,2.51E-07,0.000665485,1.67E-06
0.000100,5.32E-06,0.00354488,20,0.7,0.6,0,1504520000,0.403492,0.659455,1.36E-06,0.998667,2.51E-07,0.000547891,1.38E-06
0.000100,4.91E-06,0.00280428,20,0.7,0.7,0,1630160000,0.381264,0.707619,1.15E-06,0.998666,2.51E-07,0.000463337,1.16E-06
0.000100,4.58E-06,0.00229239,20,0.7,0.8,0,1744900000,0.361353,0.755792,9.96E-07,0.998666,2.51E-07,0.000400916,1.01E-06
0.000500,0.000118755,0.475019,20,0.7,0.1,0,67365700,0.578186,0.409849,4.07E-05,0.998172,1.25E-06,0.016406,4.12E-05
0.000500,6.15E-05,0.122916,20,0.7,0.2,0,130171000,0.525871,0.467202,2.08E-05,0.998166,1.25E-06,0.0084066,2.11E-05
0.000500,4.33E-05,0.0577033,20,0.7,0.3,0,184854000,0.487231,0.517471,1.39E-05,0.998162,1.25E-06,0.00562656,1.41E-05
0.000500,3.47E-05,0.0346592,20,0.7,0.4,0,230819000,0.455448,0.565213,1.04E-05,0.998161,1.25E-06,0.00419852,1.05E-05
0.000500,2.97E-05,0.0237377,20,0.7,0.5,0,269614000,0.428014,0.612124,8.25E-06,0.998159,1.25E-06,0.00333089,8.37E-06
0.000500,2.66E-05,0.0177319,20,0.7,0.6,0,300777000,0.403498,0.659443,6.80E-06,0.998158,1.25E-06,0.00274289,6.89E-06
0.000500,2.45E-05,0.0140273,20,0.7,0.7,0,325895000,0.38127,0.707605,5.75E-06,0.998157,1.25E-06,0.0023196,5.83E-06
0.000500,2.29E-05,0.0114667,20,0.7,0.8,0,348835000,0.36137,0.755749,4.98E-06,0.998156,1.25E-06,0.00200711,5.04E-06
0.001000,0.000237786,0.951144,20,0.7,0.1,0,33643700,0.578207,0.409828,8.12E-05,0.99755,2.51E-06,0.0327944,8.24E-05
0.001000,0.00012306,0.24612,20,0.7,0.2,0,65009000,0.525861,0.467215,4.17E-05,0.997537,2.51E-06,0.0168312,4.23E-05
0.001000,8.67E-05,0.115543,20,0.7,0.3,0,92318100,0.487217,0.517491,2.79E-05,0.997531,2.51E-06,0.011267,2.83E-05
0.001000,6.94E-05,0.0694,20,0.7,0.4,0,115274000,0.455424,0.565252,2.08E-05,0.997527,2.51E-06,0.00840779,2.11E-05
0.001000,5.94E-05,0.0475313,20,0.7,0.5,0,134648000,0.427987,0.612172,1.65E-05,0.997525,2.51E-06,0.00667047,1.68E-05
0.001000,5.32E-05,0.0354824,20,0.7,0.6,0,150309000,0.403505,0.659429,1.36E-05,0.997522,2.51E-06,0.00549439,1.38E-05
0.001000,4.91E-05,0.0280693,20,0.7,0.7,0,162862000,0.381282,0.707576,1.15E-05,0.997521,2.51E-06,0.00464652,1.17E-05
0.001000,4.59E-05,0.0229454,20,0.7,0.8,0,174327000,0.361378,0.755729,9.97E-06,0.997519,2.51E-06,0.00402057,1.01E-05
0.005000,0.00120011,4.80045,20,0.7,0.1,0,6666050,0.578129,0.409906,0.000394751,0.992584,1.25E-05,0.16015,0.000402387
0.005000,0.000621134,1.24227,20,0.7,0.2,0,12879700,0.52576,0.467337,0.000208609,0.992511,1.25E-05,0.0847358,0.000212904
0.005000,0.000437406,0.583208,20,0.7,0.3,0,18289700,0.487102,0.517652,0.000139944,0.992478,1.25E-05,0.0568754,0.000142903
0.005000,0.000350302,0.350302,20,0.7,0.4,0,22837400,0.455294,0.565461,0.000104473,0.992458,1.25E-05,0.0424696,0.000106708
0.005000,0.000299895,0.239916,20,0.7,0.5,0,26676000,0.42784,0.612441,8.29E-05,0.992444,1.25E-05,0.0337027,8.47E-05
0.005000,0.000267246,0.178164,20,0.7,0.6,0,29935000,0.403557,0.659321,6.85E-05,0.992434,1.25E-05,0.0278205,6.99E-05
0.005000,0.000246642,0.140938,20,0.7,0.7,0,32435700,0.381352,0.707416,5.79E-05,0.992425,1.25E-05,0.0235291,5.91E-05
0.005000,0.000230416,0.115208,20,0.7,0.8,0,34719800,0.361446,0.755556,5.02E-05,0.992416,1.25E-05,0.0203603,5.12E-05
0.010000,0.00242878,9.71511,20,0.7,0.1,0,3293840,0.577815,0.410219,0.000749203,0.986397,2.51E-05,0.306668,0.000770522
0.010000,0.00125717,2.51434,20,0.7,0.2,0,6363500,0.52557,0.467565,0.000416295,0.986225,2.51E-05,0.170373,0.000428074
0.010000,0.000885338,1.18045,20,0.7,0.3,0,9036100,0.486936,0.517886,0.000280924,0.986155,2.51E-05,0.115054,0.000289081
0.010000,0.000709038,0.709038,20,0.7,0.4,0,11282900,0.455113,0.565752,0.000209956,0.986114,2.51E-05,0.08602,0.000216131
0.010000,0.000607007,0.485605,20,0.7,0.5,0,13179400,0.427643,0.6128,0.000166666,0.986087,2.51E-05,0.0682965,0.000171599
0.010000,0.000539938,0.359959,20,0.7,0.6,0,14816500,0.40343,0.659582,0.00013773,0.986065,2.51E-05,0.0564288,0.000141781
0.010000,0.000495896,0.283369,20,0.7,0.7,0,16132400,0.381438,0.70722,0.000116782,0.986047,2.51E-05,0.0478193,0.000120149
0.010000,0.00046326,0.23163,20,0.7,0.8,0,17268900,0.361531,0.755339,0.000101157,0.986031,2.51E-05,0.0413822,0.000103975
0.000010,2.37E-06,0.00948956,20,0.8,0.1,0,3372130000,0.53603,0.455189,2.39E-07,0.998781,2.51E-08,9.67E-05,2.43E-07
0.000010,1.23E-06,0.00245549,20,0.8,0.2,0,6516010000,0.458159,0.560882,1.25E-07,0.998781,2.51E-08,5.07E-05,1.27E-07
0.000010,8.65E-07,0.00115274,20,0.8,0.3,0,9253340000,0.402235,0.662035,8.63E-08,0.998781,2.51E-08,3.48E-05,8.74E-08
0.000010,6.92E-07,0.000692385,20,0.8,0.4,0,11554300000,0.358963,0.761935,6.62E-08,0.998781,2.51E-08,2.65E-05,6.66E-08
0.000010,5.93E-07,0.000474207,20,0.8,0.5,0,13496200000,0.324082,0.861879,5.40E-08,0.998781,2.51E-08,2.15E-05,5.39E-08
0.000010,5.32E-07,0.000354454,20,0.8,0.6,0,15046600000,0.29495,0.96347,4.57E-08,0.998781,2.51E-08,1.80E-05,4.53E-08
0.000010,4.91E-07,0.000280402,20,0.8,0.7,0,16303100000,0.270339,1.06635,3.97E-08,0.998781,2.51E-08,1.56E-05,3.91E-08
0.000010,4.58E-07,0.000229218,20,0.8,0.8,0,17450700000,0.249483,1.16943,3.53E-08,0.998781,2.51E-08,1.37E-05,3.45E-08
0.000050,1.19E-05,0.0474522,20,0.8,0.1,0,674363000,0.53603,0.455189,1.20E-06,0.998731,1.25E-07,0.000483626,1.22E-06
0.000050,6.14E-06,0.0122786,20,0.8,0.2,0,1303080000,0.458158,0.560884,6.27E-07,0.998731,1.25E-07,0.000253677,6.37E-07
0.000050,4.32E-06,0.00576423,20,0.8,0.3,0,1850490000,0.402231,0.662045,4.32E-07,0.99873,1.25E-07,0.000173847,4.37E-07
0.000050,3.46E-06,0.00346225,20,0.8,0.4,0,2310640000,0.358961,0.761939,3.31E-07,0.99873,1.25E-07,0.000132575,3.33E-07
0.000050,2.96E-06,0.00237126,20,0.8,0.5,0,2698990000,0.324081,0.861883,2.70E-07,0.99873,1.25E-07,0.000107289,2.70E-07
0.000050,2.66E-06,0.00177234,20,0.8,0.6,0,3009200000,0.294958,0.963436,2.28E-07,0.99873,1.25E-07,9.02E-05,2.27E-07
0.000050,2.45E-06,0.00140207,20,0.8,0.7,0,3260490000,0.270346,1.06632,1.99E-07,0.998729,1.25E-07,7.78E-05,1.96E-07
0.000050,2.29E-06,0.00114614,20,0.8,0.8,0,3489990000,0.249484,1.16943,1.77E-07,0.998729,1.25E-07,6.87E-05,1.73E-07
0.000100,2.37E-05,0.0949154,20,0.8,0.1,0,337142000,0.536033,0.455186,2.39E-06,0.998668,2.51E-07,0.000967382,2.43E-06
0.000100,1.23E-05,0.0245601,20,0.8,0.2,0,651464000,0.458152,0.560894,1.25E-06,0.998667,2.51E-07,0.000507424,1.27E-06
0.000100,8.65E-06,0.0115298,20,0.8,0.3,0,925138000,0.402232,0.662042,8.63E-07,0.998667,2.51E-07,0.000347743,8.74E-07
0.000100,6.93E-06,0.00692531,20,0.8,0.4,0,1155180000,0.35896,0.761942,6.62E-07,0.998666,2.51E-07,0.000265188,6.66E-07
0.000100,5.93E-06,0.00474307,20,0.8,0.5,0,1349340000,0.324079,0.861888,5.40E-07,0.998666,2.51E-07,0.000214607,5.39E-07
0.000100,5.32E-06,0.00354488,20,0.8,0.6,0,1504520000,0.294959,0.963435,4.57E-07,0.998666,2.51E-07,0.000180342,4.53E-07
0.000100,4.91E-06,0.00280428,20,0.8,0.7,0,1630160000,0.270342,1.06634,3.97E-07,0.998665,2.51E-07,0.000155705,3.91E-07
0.000100,4.58E-06,0.00229239,20,0.8,0.8,0,1744900000,0.249473,1.16948,3.53E-07,0.998665,2.51E-07,0.000137431,3.45E-07
0.000500,0.000118755,0.475019,20,0.8,0.1,0,67365700,0.536027,0.455193,1.20E-05,0.998166,1.25E-06,0.00484207,1.22E-05
0.000500,6.15E-05,0.122916,20,0.8,0.2,0,130171000,0.458147,0.560901,6.28E-06,0.998162,1.25E-06,0.00253993,6.38E-06
0.000500,4.33E-05,0.0577033,20,0.8,0.3,0,184854000,0.402218,0.662071,4.32E-06,0.998159,1.25E-06,0.00174066,4.37E-06
0.000500,3.47E-05,0.0346592,20,0.8,0.4,0,230819000,0.358947,0.761974,3.31E-06,0.998157,1.25E-06,0.00132743,3.34E-06
0.000500,2.97E-05,0.0237377,20,0.8,0.5,0,269614000,0.324066,0.861929,2.70E-06,0.998155,1.25E-06,0.00107425,2.70E-06
0.000500,2.66E-05,0.0177319,20,0.8,0.6,0,300777000,0.294963,0.96342,2.29E-06,0.998153,1.25E-06,0.000902833,2.27E-06
0.000500,2.45E-05,0.0140273,20,0.8,0.7,0,325895000,0.270343,1.06633,1.99E-06,0.998151,1.25E-06,0.000779484,1.96E-06
0.000500,2.29E-05,0.0114667,20,0.8,0.8,0,348835000,0.249487,1.16941,1.77E-06,0.998149,1.25E-06,0.000688024,1.73E-06
0.001000,0.000237786,0.951144,20,0.8,0.1,0,33643700,0.536018,0.455203,2.39E-05,0.997538,2.51E-06,0.00969704,2.44E-05
0.001000,0.00012306,0.24612,20,0.8,0.2,0,65009000,0.458136,0.56092,1.26E-05,0.99753,2.51E-06,0.00508692,1.28E-05
0.001000,8.67E-05,0.115543,20,0.8,0.3,0,92318100,0.402207,0.662094,8.64E-06,0.997525,2.51E-06,0.0034862,8.76E-06
0.001000,6.94E-05,0.0694,20,0.8,0.4,0,115274000,0.358932,0.762015,6.63E-06,0.99752,2.51E-06,0.00265861,6.68E-06
0.001000,5.94E-05,0.0475313,20,0.8,0.5,0,134648000,0.32405,0.861981,5.40E-06,0.997516,2.51E-06,0.00215154,5.41E-06
0.001000,5.32E-05,0.0354824,20,0.8,0.6,0,150309000,0.29496,0.963431,4.58E-06,0.997512,2.51E-06,0.00180848,4.54E-06
0.001000,4.91E-05,0.0280693,20,0.8,0.7,0,162862000,0.270355,1.06628,3.98E-06,0.997508,2.51E-06,0.00156143,3.92E-06
0.001000,4.59E-05,0.0229454,20,0.8,0.8,0,174327000,0.249491,1.16938,3.54E-06,0.997504,2.51E-06,0.0013782,3.46E-06
0.005000,0.00120011,4.80045,20,0.8,0.1,0,6666050,0.535955,0.455277,0.000120174,0.992515,1.25E-05,0.0489995,0.000123114
0.005000,0.000621134,1.24227,20,0.8,0.2,0,12879700,0.458039,0.561074,6.31E-05,0.992472,1.25E-05,0.02572,6.46E-05
0.005000,0.000437406,0.583208,20,0.8,0.3,0,18289700,0.402091,0.662332,4.34E-05,0.992447,1.25E-05,0.0176288,4.43E-05
0.005000,0.000350302,0.350302,20,0.8,0.4,0,22837400,0.358806,0.76234,3.33E-05,0.992425,1.25E-05,0.0134446,3.38E-05
0.005000,0.000299895,0.239916,20,0.8,0.5,0,26676000,0.32392,0.862393,2.71E-05,0.992403,1.25E-05,0.0108809,2.73E-05
0.005000,0.000267246,0.178164,20,0.8,0.6,0,29935000,0.29501,0.963239,2.30E-05,0.992382,1.25E-05,0.00915659,2.30E-05
0.005000,0.000246642,0.140938,20,0.8,0.7,0,32435700,0.270388,1.06613,2.00E-05,0.992361,1.25E-05,0.00790576,1.99E-05
0.005000,0.000230416,0.115208,20,0.8,0.8,0,34719800,0.249531,1.16917,1.78E-05,0.992341,1.25E-05,0.00697825,1.75E-05
0.010000,0.00242878,9.71511,20,0.8,0.1,0,3293840,0.535873,0.455371,0.000241611,0.986231,2.51E-05,0.0992887,0.000249469
0.010000,0.00125717,2.51434,20,0.8,0.2,0,6363500,0.457911,0.561276,0.000126973,0.986144,2.51E-05,0.052171,0.000131083
0.010000,0.000885338,1.18045,20,0.8,0.3,0,9036100,0.401945,0.662634,8.73E-05,0.986095,2.51E-05,0.0357649,8.99E-05
0.010000,0.000709038,0.709038,20,0.8,0.4,0,11282900,0.358648,0.762751,6.70E-05,0.986051,2.51E-05,0.0272784,6.85E-05
0.010000,0.000607007,0.485605,20,0.8,0.5,0,13179400,0.323748,0.86294,5.46E-05,0.986008,2.51E-05,0.0220783,5.55E-05
0.010000,0.000539938,0.359959,20,0.8,0.6,0,14816500,0.294896,0.963674,4.63E-05,0.985965,2.51E-05,0.0185875,4.67E-05
0.010000,0.000495896,0.283369,20,0.8,0.7,0,16132400,0.270438,1.0659,4.03E-05,0.985924,2.51E-05,0.0160654,4.04E-05
0.010000,0.00046326,0.23163,20,0.8,0.8,0,17268900,0.249581,1.16891,3.59E-05,0.985884,2.51E-05,0.0141807,3.56E-05
0.000010,2.37E-06,0.00948956,20,0.9,0.1,0,3372130000,0.478828,0.529477,9.43E-08,0.998781,2.51E-08,3.82E-05,9.59E-08
0.000010,1.23E-06,0.00245549,20,0.9,0.2,0,6516010000,0.377349,0.71669,5.15E-08,0.998781,2.51E-08,2.05E-05,5.15E-08
0.000010,8.65E-07,0.00115274,20,0.9,0.3,0,9253340000,0.311997,0.901719,3.68E-08,0.998781,2.51E-08,1.44E-05,3.62E-08
0.000010,6.92E-07,0.000692385,20,0.9,0.4,0,11554300000,0.26605,1.08623,2.94E-08,0.998781,2.51E-08,1.13E-05,2.85E-08
0.000010,5.93E-07,0.000474207,20,0.9,0.5,0,13496200000,0.231859,1.27099,2.50E-08,0.998781,2.51E-08,9.52E-06,2.39E-08
0.000010,5.32E-07,0.000354454,20,0.9,0.6,0,15046600000,0.205324,1.45678,2.21E-08,0.998781,2.51E-08,8.33E-06,2.09E-08
0.000010,4.91E-07,0.000280402,20,0.9,0.7,0,16303100000,0.184144,1.64351,2.00E-08,0.998781,2.51E-08,7.49E-06,1.88E-08
0.000010,4.58E-07,0.000229218,20,0.9,0.8,0,17450700000,0.166934,1.83013,1.85E-08,0.998781,2.51E-08,6.89E-06,1.73E-08
0.000050,1.19E-05,0.0474522,20,0.9,0.1,0,674363000,0.478825,0.529482,4.71E-07,0.998731,1.25E-07,0.000190855,4.80E-07
0.000050,6.14E-06,0.0122786,20,0.9,0.2,0,1303080000,0.377344,0.7167,2.57E-07,0.99873,1.25E-07,0.000102524,2.58E-07
0.000050,4.32E-06,0.00576423,20,0.9,0.3,0,1850490000,0.311997,0.901721,1.84E-07,0.99873,1.25E-07,7.21E-05,1.81E-07
0.000050,3.46E-06,0.00346225,20,0.9,0.4,0,2310640000,0.266049,1.08624,1.47E-07,0.998729,1.25E-07,5.67E-05,1.43E-07
0.000050,2.96E-06,0.00237126,20,0.9,0.5,0,2698990000,0.231856,1.271,1.25E-07,0.998729,1.25E-07,4.76E-05,1.20E-07
0.000050,2.66E-06,0.00177234,20,0.9,0.6,0,3009200000,0.205325,1.45677,1.11E-07,0.998728,1.25E-07,4.16E-05,1.05E-07
0.000050,2.45E-06,0.00140207,20,0.9,0.7,0,3260490000,0.184143,1.64352,1.00E-07,0.998728,1.25E-07,3.75E-05,9.42E-08
0.000050,2.29E-06,0.00114614,20,0.9,0.8,0,3489990000,0.166934,1.83013,9.27E-08,0.998728,1.25E-07,3.44E-05,8.65E-08
0.000100,2.37E-05,0.0949154,20,0.9,0.1,0,337142000,0.478825,0.529482,9.43E-07,0.998668,2.51E-07,0.000381766,9.59E-07
0.000100,1.23E-05,0.0245601,20,0.9,0.2,0,651464000,0.377344,0.716701,5.15E-07,0.998667,2.51E-07,0.000205079,5.15E-07
0.000100,8.65E-06,0.0115298,20,0.9,0.3,0,925138000,0.311996,0.901723,3.68E-07,0.998666,2.51E-07,0.000144151,3.62E-07
0.000100,6.93E-06,0.00692531,20,0.9,0.4,0,1155180000,0.266044,1.08626,2.94E-07,0.998665,2.51E-07,0.000113452,2.85E-07
0.000100,5.93E-06,0.00474307,20,0.9,0.5,0,1349340000,0.231855,1.27101,2.50E-07,0.998664,2.51E-07,9.52E-05,2.39E-07
0.000100,5.32E-06,0.00354488,20,0.9,0.6,0,1504520000,0.205325,1.45678,2.21E-07,0.998663,2.51E-07,8.33E-05,2.09E-07
0.000100,4.91E-06,0.00280428,20,0.9,0.7,0,1630160000,0.184143,1.64352,2.01E-07,0.998663,2.51E-07,7.50E-05,1.88E-07
0.000100,4.58E-06,0.00229239,20,0.9,0.8,0,1744900000,0.166934,1.83013,1.85E-07,0.998662,2.51E-07,6.89E-05,1.73E-07
0.000500,0.000118755,0.475019,20,0.9,0.1,0,67365700,0.478821,0.529488,4.72E-06,0.998164,1.25E-06,0.00191104,4.80E-06
0.000500,6.15E-05,0.122916,20,0.9,0.2,0,130171000,0.377341,0.716708,2.58E-06,0.998158,1.25E-06,0.00102659,2.58E-06
0.000500,4.33E-05,0.0577033,20,0.9,0.3,0,184854000,0.31199,0.901745,1.84E-06,0.998153,1.25E-06,0.000721601,1.81E-06
0.000500,3.47E-05,0.0346592,20,0.9,0.4,0,230819000,0.266042,1.08627,1.47E-06,0.998148,1.25E-06,0.000567928,1.43E-06
0.000500,2.97E-05,0.0237377,20,0.9,0.5,0,269614000,0.231851,1.27104,1.25E-06,0.998144,1.25E-06,0.000476673,1.20E-06
0.000500,2.66E-05,0.0177319,20,0.9,0.6,0,300777000,0.205325,1.45678,1.11E-06,0.99814,1.25E-06,0.000416962,1.05E-06
0.000500,2.45E-05,0.0140273,20,0.9,0.7,0,325895000,0.184143,1.64352,1.00E-06,0.998138,1.25E-06,0.000375276,9.43E-07
0.000500,2.29E-05,0.0114667,20,0.9,0.8,0,348835000,0.166936,1.83011,9.28E-07,0.998135,1.25E-06,0.000344892,8.67E-07
0.001000,0.000237786,0.951144,20,0.9,0.1,0,33643700,0.478817,0.529493,9.44E-06,0.997534,2.51E-06,0.00382764,9.62E-06
0.001000,0.00012306,0.24612,20,0.9,0.2,0,65009000,0.377334,0.716724,5.15E-06,0.997522,2.51E-06,0.0020562,5.17E-06
0.001000,8.67E-05,0.115543,20,0.9,0.3,0,92318100,0.311982,0.90177,3.69E-06,0.997511,2.51E-06,0.00144532,3.63E-06
0.001000,6.94E-05,0.0694,20,0.9,0.4,0,115274000,0.266035,1.0863,2.95E-06,0.997502,2.51E-06,0.00113753,2.86E-06
0.001000,5.94E-05,0.0475313,20,0.9,0.5,0,134648000,0.231844,1.27108,2.50E-06,0.997494,2.51E-06,0.000954757,2.40E-06
0.001000,5.32E-05,0.0354824,20,0.9,0.6,0,150309000,0.20533,1.45674,2.21E-06,0.997487,2.51E-06,0.000835205,2.10E-06
0.001000,4.91E-05,0.0280693,20,0.9,0.7,0,162862000,0.184148,1.64347,2.01E-06,0.997481,2.51E-06,0.000751705,1.89E-06
0.001000,4.59E-05,0.0229454,20,0.9,0.8,0,174327000,0.166938,1.83008,1.86E-06,0.997476,2.51E-06,0.000690839,1.74E-06
0.005000,0.00120011,4.80045,20,0.9,0.1,0,6666050,0.478772,0.529559,4.74E-05,0.992495,1.25E-05,0.0193632,4.87E-05
0.005000,0.000621134,1.24227,20,0.9,0.2,0,12879700,0.377275,0.716863,2.59E-05,0.992436,1.25E-05,0.010403,2.61E-05
0.005000,0.000437406,0.583208,20,0.9,0.3,0,18289700,0.311925,0.901967,1.85E-05,0.992381,1.25E-05,0.00731268,1.84E-05
0.005000,0.000350302,0.350302,20,0.9,0.4,0,22837400,0.26597,1.08661,1.48E-05,0.992334,1.25E-05,0.00575563,1.45E-05
0.005000,0.000299895,0.239916,20,0.9,0.5,0,26676000,0.231784,1.27145,1.26E-05,0.992293,1.25E-05,0.00483099,1.21E-05
0.005000,0.000267246,0.178164,20,0.9,0.6,0,29935000,0.205343,1.45664,1.11E-05,0.992259,1.25E-05,0.00422781,1.06E-05
0.005000,0.000246642,0.140938,20,0.9,0.7,0,32435700,0.184165,1.6433,1.01E-05,0.992231,1.25E-05,0.00380512,9.56E-06
0.005000,0.000230416,0.115208,20,0.9,0.8,0,34719800,0.166954,1.82989,9.33E-06,0.992207,1.25E-05,0.003497,8.79E-06
0.010000,0.00242878,9.71511,20,0.9,0.1,0,3293840,0.478715,0.529643,9.55E-05,0.986194,2.51E-05,0.0393037,9.88E-05
0.010000,0.00125717,2.51434,20,0.9,0.2,0,6363500,0.3772,0.717037,5.21E-05,0.986076,2.51E-05,0.0211192,5.31E-05
0.010000,0.000885338,1.18045,20,0.9,0.3,0,9036100,0.311847,0.902234,3.73E-05,0.985966,2.51E-05,0.0148465,3.73E-05
0.010000,0.000709038,0.709038,20,0.9,0.4,0,11282900,0.265897,1.08695,2.98E-05,0.985871,2.51E-05,0.0116858,2.94E-05
0.010000,0.000607007,0.485605,20,0.9,0.5,0,13179400,0.231713,1.27189,2.53E-05,0.985791,2.51E-05,0.00980895,2.46E-05
0.010000,0.000539938,0.359959,20,0.9,0.6,0,14816500,0.205301,1.45696,2.24E-05,0.985724,2.51E-05,0.00858565,2.16E-05
0.010000,0.000495896,0.283369,20,0.9,0.7,0,16132400,0.184185,1.64311,2.03E-05,0.985667,2.51E-05,0.00772997,1.94E-05
0.010000,0.00046326,0.23163,20,0.9,0.8,0,17268900,0.166974,1.82966,1.88E-05,0.985619,2.51E-05,0.007104,1.78E-05
0.000010,2.37E-06,0.00948956,20,1,0.1,0,3372130000,0.416164,0.634299,4.63E-08,0.998781,2.51E-08,1.85E-05,4.65E-08
0.000010,1.23E-06,0.00245549,20,1,0.2,0,6516010000,0.302665,0.934662,2.71E-08,0.998781,2.51E-08,1.05E-05,2.63E-08
0.000010,8.65E-07,0.00115274,20,1,0.3,0,9253340000,0.237808,1.23502,2.07E-08,0.998781,2.51E-08,7.85E-06,1.97E-08
0.000010,6.92E-07,0.000692385,20,1,0.4,0,11554300000,0.195842,1.53539,1.76E-08,0.998781,2.51E-08,6.59E-06,1.66E-08
0.000010,5.93E-07,0.000474207,20,1,0.5,0,13496200000,0.166466,1.83575,1.58E-08,0.998781,2.51E-08,5.85E-06,1.47E-08
0.000010,5.32E-07,0.000354454,20,1,0.6,0,15046600000,0.144753,2.13611,1.45E-08,0.99878,2.51E-08,5.36E-06,1.35E-08
0.000010,4.91E-07,0.000280402,20,1,0.7,0,16303100000,0.12805,2.43647,1.36E-08,0.99878,2.51E-08,5.00E-06,1.26E-08
0.000010,4.58E-07,0.000229218,20,1,0.8,0,17450700000,0.114804,2.73684,1.29E-08,0.99878,2.51E-08,4.76E-06,1.20E-08
0.000050,1.19E-05,0.0474522,20,1,0.1,0,674363000,0.416164,0.634299,2.32E-07,0.99873,1.25E-07,9.25E-05,2.32E-07
0.000050,6.14E-06,0.0122786,20,1,0.2,0,1303080000,0.302665,0.934662,1.35E-07,0.998729,1.25E-07,5.24E-05,1.32E-07
0.000050,4.32E-06,0.00576423,20,1,0.3,0,1850490000,0.237808,1.23502,1.04E-07,0.998729,1.25E-07,3.93E-05,9.87E-08
0.000050,3.46E-06,0.00346225,20,1,0.4,0,2310640000,0.195842,1.53539,8.82E-08,0.998728,1.25E-07,3.29E-05,8.28E-08
0.000050,2.96E-06,0.00237126,20,1,0.5,0,2698990000,0.166466,1.83575,7.90E-08,0.998728,1.25E-07,2.93E-05,7.35E-08
0.000050,2.66E-06,0.00177234,20,1,0.6,0,3009200000,0.144753,2.13611,7.28E-08,0.998727,1.25E-07,2.68E-05,6.73E-08
0.000050,2.45E-06,0.00140207,20,1,0.7,0,3260490000,0.12805,2.43647,6.82E-08,0.998727,1.25E-07,2.50E-05,6.29E-08
0.000050,2.29E-06,0.00114614,20,1,0.8,0,3489990000,0.114804,2.73684,6.47E-08,0.998727,1.25E-07,2.38E-05,5.99E-08
0.000100,2.37E-05,0.0949154,20,1,0.1,0,337142000,0.416164,0.634299,4.63E-07,0.998667,2.51E-07,0.000185009,4.65E-07
